METADATA,Execution time: 2025-11-16 19:12:03,,Total projects collected: 1820,Total pages processed: 200,Duration: 43.50 seconds
128,2510-150421-04-01-478567,20251029181309319N,赤峰市宁城千泰新能源有限公司绍根镇都日博代嘎查额尔敦朝格图非自然人户用分布式光伏发电项目,光伏电站项目备案,批复
128,2510-150421-04-01-463091,20251029180954317N,赤峰市宁城千泰新能源有限公司绍根镇道德种牛场贝海军非自然人户用分布式光伏发电项目,光伏电站项目备案,批复
182,2509-150822-04-05-506635,20251023113622353N,2026年巴彦淖尔市磴口县城镇老旧小区改造配套基础设施建设项目（一标）,保障性安居工程配套基础设施项目初步设计审批,批复
182,2508-150206-04-05-399471,20251023113029341N,白云鄂博矿区工业园区金融监管仓建设项目,城市基础设施项目可行性研究报告审批,批复
182,2510-150622-60-01-424842,20251023112928338N,准格尔旗恒创商贸有限责任公司充电桩项目,加油站、加气站、充电桩项目备案,批复
182,2510-150404-04-01-372797,20251023112739327N,国网松山区供电服务中心2025年业扩工程项目,依据现行政策由企业投资的项目备案,批复
182,2509-150822-04-05-734931,20251023112142294N,2026年巴彦淖尔市磴口县城镇老旧小区改造配套基础设施建设项目（二标）,保障性安居工程配套基础设施项目初步设计审批,批复
182,2510-150622-20-01-902225,20251023112000283N,准格尔旗富润农牧业有限公司养殖项目,农牧业项目备案,批复
182,2510-150581-04-01-397510,20251023111938281N,通辽霍煤恒大铝粉有限公司年产4万吨高强度再生铝合金项目,工业项目备案（发改）,批复
182,2506-150502-04-01-623878,20251023111356249N,动物及动物产品检测、生物制品项目,农林牧水项目备案,批复
182,2508-152526-07-02-886082,20251023111226244N,内蒙古兴安铜锌冶炼有限公司蒸汽供应设备改造项目,工业项目备案（工信）,批复
182,2504-150785-04-01-301805,20251023111036232N,根河市敖鲁古雅旅游景区入口平房区改造项目配套基础设施（采暖、给排水）建设工程,城市基础设施项目可行性研究报告审批,批复
144,2511-152522-07-02-238785,20251028163905650N,阿巴嘎旗供电公司2026年第2批生产技改工程,工业项目备案（工信）,批复
144,2510-150622-04-05-742065,20251028163410627N,准格尔经济开发区大路产业园供热管网（蒙泰段）建设项目,城市供热、给排水城建项目备案,批复
144,2510-150223-07-02-933604,20251028163304623N,包头市亿立萤石矿有限公司采选技改扩建项目,工业项目备案（工信）,不予许可
144,2510-150429-04-01-325683,20251028163200620N,宁城县天义镇膳变餐厅便民充电站,加油站、加气站、充电桩项目备案,批复
144,2511-152522-07-02-818027,20251028162759612N,阿巴嘎旗供电公司2026年第1批供电公司级生产技改工程,工业项目备案（工信）,批复
144,2310-150622-04-01-957458,20251028162602601N,准格尔旗皇甫川沙圪堵至蒙陕界河道整治工程,农林牧水项目可行性研究报告审批,批复
144,2510-150502-04-01-515644,20251028162532598N,2025年科尔沁区霍林河大街附属医院路南停车场充电站项目,加油站、加气站、充电桩项目备案,批复
144,2510-150421-04-01-555360,20251028162238586N,智创正洁能源科技（呼和浩特市）有限公司双胜镇红星村彭惠非自然人户用分布式光伏发电项目,光伏电站项目备案,批复
144,2510-150502-04-01-828368,20251028162009576N,2025年科尔沁区霍林河大街北京观筑北门对面停车场充电站项目,加油站、加气站、充电桩项目备案,批复
144,2510-150421-04-01-829177,20251028161757563N,智创正洁能源科技（呼和浩特市）有限公司国营巴彦包特农场七分场李剑非自然人户用分布式光伏发电项目,光伏电站项目备案,批复
150,2511-150403-04-02-115722,20251028124854887N,内蒙古平庄煤业（集团）有限责任公司老公营子煤矿2025年技术改造项目,工业项目备案（发改）,批复
150,2510-150121-04-01-108976,20251028122358879N,土默特左旗北什轴乡赵家营村及周边灾后重建项目,城市基础设施项目可行性研究报告审批,批复
150,2510-150121-04-01-588805,20251028120225841N,内蒙古亮美建设有限公司五金产品制造项目,工业项目备案（发改）,批复
150,2206-150122-04-01-402844,20251028120216838N,3.5万吨/年工业金属钠、5.4万吨/年液氯项目工程,工业项目备案（发改）,批复
150,2510-150121-04-01-324875,20251028112845782N,呼和浩特市诚旺机电设备有限公司五金产品制造项目,工业项目备案（发改）,批复
150,2510-150824-04-01-922115,20251028112844780N,乌拉特中旗查干此老金矿日处理原矿石500吨选矿及附属设施建设项目,工业项目备案（发改）,批复
150,2510-150123-89-01-656897,20251028112703770N,寒武纪液冷AI服务器测试实验室,企业投资项目备案,批复
150,2511-152922-04-01-352914,20251028112619767N,阿拉善右旗建筑垃圾资源化利用项目,城市基础设施项目建议书审批,批复
150,2507-150303-07-02-849972,20251028112430758N,内蒙古永太化学有限公司年产5000吨YTE759技改项目,涉及工业企业固定资产投资的备案,批复
150,2510-150621-04-01-403552,20251028112138751N,大漠天骄民宿演艺中心,社会事业项目备案,批复
43,2511-150621-04-01-326061,20251110162854742N,达拉特旗绿色农畜产品加工基地（乳制品加工园）及基础设施配套工程项目,旗县产业类项目备案,批复
43,2511-150622-20-05-818874,20251110162653726N,曹瑞宝养殖项目,农牧业项目备案,批复
43,2511-150924-04-01-150784,20251110162643724N,兴和县杏扁种植产业示范基地建设项目,政府投资社会事业项目项目建议书审批,批复
43,2312-150172-04-01-646083,20251110161807666N,沙尔沁镇弘越气体充装改建项目,工业项目备案（发改）,批复
43,2511-150784-04-01-582088,20251110161612664N,额尔古纳市轩琦旅游服务有限公司家庭游宾馆,社会事业项目备案,批复
43,2511-150622-60-01-413532,20251110161041643N,内蒙古自治区鄂尔多斯市准格尔旗秦瑶自然人户用分布式光伏项目,太阳能热发电项目备案,批复
43,2511-150623-04-01-764530,20251110161003641N,鄂托克前旗特色奶制品产供销一体化建设配套项目,农林牧水项目备案,批复
43,2511-150698-04-01-425414,20251110160853638N,鄂尔多斯市车管所充电桩建设项目,加油站、加气站、充电桩项目备案,批复
43,2511-150402-04-01-470523,20251110160426583N,红山区林业产业发展项目,农林牧水项目备案,批复
43,2511-150922-04-05-163984,20251110160341580N,化德县七号镇白音卜拉至红壕卜子通村道路以工代赈工程,不跨旗县农村公路（旗县级及以下公路）、独立公路桥梁、隧道项目项目建议书审批,批复
102,2511-150826-04-05-483390,20251103121032834N,中管禾欣（内蒙古）科技有限公司新建科技农业中试基地,高新技术产业备案,批复
102,2511-150428-04-01-125912,20251103115908822N,赤峰玉鸿商贸有限公司食用菌生产加工基地建设项目,旗县产业类项目备案,批复
102,2511-150626-04-05-391507,20251103115122817N,乌审旗-达旗疏干水管网连通工程（乌审旗段头部工程）,农林牧水项目备案,批复
102,2511-150221-04-01-586752,20251103114236797N,土默特右旗蒙闰田园农民专业合作社新建400KVA变压器项目,交流电网通信、配电柜、电表等电气升级改造工程备案,批复
102,2511-150924-04-01-140230,20251103113859790N,2025年兴和县黄石崖、五万沟、七家营等三座水库水毁维修项目,大中型病险水闸除险加固工程项目可行性研究报告审批,批复
102,2511-150103-04-01-423180,20251103113649783N,呼和浩特局集团公司内蒙古蒙铁石油有限公司局集团公司管内单位新增充电桩项目EPC总承包项目,加油站、加气站、充电桩项目备案,批复
102,2509-150822-60-01-323360,20251103113541779N,磴口县100万千瓦/400万千瓦时电源侧独立储能子项目1送出线路工程,《核准目录（2017）》规定的除国务院投资主管部门、自治区投资主管部门核准外，其余电网工程项目核准,批复
102,2511-150622-60-01-230797,20251103113109759N,准格尔旗赵记食品加工有限责任公司停车场充电桩项目,加油站、加气站、充电桩项目备案,批复
102,2511-150621-60-01-487710,20251103112748744N,鄂尔多斯市腾超能源有限公司达拉特旗中和西镇宝日呼舒村三社杨震30KW分布式光伏发电项目,光伏电站项目备案,批复
102,2511-150621-60-01-763134,20251103112344737N,鄂尔多斯市腾超能源有限公司达拉特旗中和西镇宝日呼舒村七社王云飞30KW分布式光伏发电项目,光伏电站项目备案,批复
3,2510-152502-04-01-355692,20251029180824314N,内蒙古乃娃娃食品科技发展有限公司生产车间新建项目,旗县产业类项目备案,批复
3,2510-150421-04-01-191099,20251029180337311N,赤峰市宁城千泰新能源有限公司绍根镇都日博代嘎查乌仁托雅非自然人户用分布式光伏发电项目,光伏电站项目备案,批复
3,2510-150926-89-01-934321,20251029175345307N,屹峰揽胜小区（小区北大门道路）,旗县房地产开发项目备案,批复
3,2305-150824-04-01-604724,20251029165855203N,乌拉特中旗物流园基础设施建设项目,城市基础设施项目可行性研究报告审批,批复
3,2510-150825-04-01-816928,20251029174041287N,乌拉特后旗华兆建材有限公司年加工50万吨砂、石料建设项目,旗县产业类项目备案,批复
3,2510-150698-04-01-690742,20251029165803190N,内蒙古恺丽诺源创生物科技有限公司区域细胞制备中心（组织库）及应用项目,医药类项目备案,批复
3,2510-150222-04-01-876002,20251029165734187N,内蒙古新军诚商贸有限责任公司新建干选厂项目,工业项目备案（发改）,批复
3,2511-150924-04-05-552603,20251029165651179N,鄂尔栋镇大坡底村“百美村庄”——涝利海乡村振兴示范村提升项目,社会事业项目备案,批复
3,2510-152921-04-05-493611,20251029164956157N,巴音煤矿矿区环境治理工程,能源类的项目备案,批复
3,2510-150304-04-01-254458,20251029164659152N,乌海市鑫桥物流有限责任公司乌达绿能低碳物流园全封闭煤棚工程项目,仓储物流类项目备案,批复
31,2511-150923-04-01-256913,20251111165035535N,商都县十八顷镇范家村村内路肩硬化以工代赈项目,不跨旗县农村公路（旗县级及以下公路）、独立桥梁、隧道项目项目建议书审批,批复
31,2511-152223-04-01-293056,20251111164709530N,2025年扎赉特旗富瑞养殖场肉牛养殖项目,农林牧水项目备案,批复
31,2511-150923-04-01-424123,20251111164629527N,商都县大库伦乡大库伦村防洪工程以工代赈项目,大中型病险水闸除险加固工程项目建议书审批,批复
31,2511-150428-04-01-920557,20251111163555468N,喀喇沁旗美林镇福和元村以工代赈道路及道路防护建设项目,政府投资社会事业项目可行性研究报告审批,批复
31,2511-150622-60-01-540958,20251111162812415N,内蒙古自治区鄂尔多斯市准格尔旗武慧萍自然人户用分布式光伏项目,太阳能热发电项目备案,批复
31,2511-150922-04-01-686360,20251111162211377N,乌兰察布市化德县2026年第一批农村电网巩固提升10千伏及以下工程,交流电网通信、配电柜、电表等电气升级改造工程备案,批复
31,2511-150602-04-01-484813,20251111161814357N,巴龙图沟河道治理工程项目,农林牧水项目备案,批复
31,2503-150207-04-01-715746,20251111161715352N,内蒙古志鸿兴业管道有限公司防腐保温管道和光伏边框建设项目,工业项目备案（发改）,批复
31,2511-150622-60-01-346615,20251111160926335N,内蒙古自治区鄂尔多斯市准格尔旗王二爱自然人户用分布式光伏项目,太阳能热发电项目备案,批复
31,2511-150926-89-01-602614,20251111160425316N,年产2万吨铸件项目增设自备搅拌站项目,涉及工业企业投资项目备案,批复
143,2510-150222-04-01-514466,20251028171620741N,固阳县辰友矿业有限公司新建尾矿库项目,工业项目备案（发改）,批复
143,2504-150221-04-01-373011,20251028170707725N,内蒙古北神科技有限公司新能源汽车充电设施建设项目,加油站、加气站、充电桩项目备案,批复
143,2510-150421-04-04-110922,20251028170135704N,阿鲁科尔沁旗紧密型县域医共体信息化建设项目,信息化类项目初步设计审批,批复
143,2508-150525-04-01-485948,20251028165829696N,奈曼旗洪涝灾害灾后恢复维修项目,政府投资社会事业项目初步设计审批,批复
